cob,xij1991,xij2001,xij2011,label,w1991q,w2001q,w2011q
France,0.028589126602182303,0.0584449192059938,0.1439555162132884,01AMFH,0.04606025952573815,0.08796198190275166,0.18253704968951168
France,0.09053223424024395,0.3553919468063464,0.6523645884165543,01AMFJ,0.0190594177347882,0.17138694317074635,0.31387565750526797
France,0.014294563301091152,0.05017538355432893,0.07976084781640039,01AMFK,0.051732705280139395,0.058760228553846855,0.14639760673114144
France,0.014294563301091152,0.036183794506248035,0.08197857145496916,01AMFL,0.05598703959594034,0.10223943055783809,0.22877077082307762
France,0.04288368990327345,0.05702013014833162,0.12026440768456975,01AMFM,0.03907180635631581,0.08309492484813202,0.18466810530365402
France,0.0381188354695764,0.08591087506888281,0.12659586107024423,01AMFN,0.07067867409983958,0.08488017748693871,0.18536651203811383
France,0.19059417734788203,0.2871305818541552,0.6561445896027774,01AMFP,0.05122218516224329,0.12707640258178993,0.27191599148462575
France,0.0667079620717587,0.08479719045388097,0.21365017659176483,01AMFQ,0.07464938612792045,0.1568310515984479,0.3357364760469548
France,0.10482679754133511,0.16693595818503412,0.28974800401818446,01AMFR,0.06432553485491019,0.08979474966346856,0.22014730801143256
France,0.07147281650545576,0.19667290803701964,0.3538801307306598,01AMFS,0.05649755971383645,0.10749082699719445,0.2394592910529347
France,0.023824272168485254,0.18359557341611027,0.40537919218982177,01AMFT,0.08735566461777924,0.12747508489495604,0.33956076014756276
France,0.04764854433697051,0.06626738300192686,0.26301923664504884,01AMFU,0.06789917568018297,0.13158343753492285,0.3303142502109675
France,0.1953590317815791,0.3331046036661816,0.35324220863271294,01ANFA,0.2827146963993583,0.304227258370989,0.30463127651297234
France,0.2668318482870348,0.3132785210033366,0.1957734010249691,01ANFB,0.22315401597814521,0.2729475245055952,0.2220505896888854
France,0.10959165197503218,0.10463064078144375,0.10169409680367467,01ANFC,0.20870062419593083,0.23645403372160173,0.21701862894732388
France,0.48125029780340206,0.38908182218775095,0.292502206519292,01ANFD,0.22204221661028256,0.2562416345389042,0.21195398841712837
France,0.13818077857721447,0.14416700095442447,0.16645678760363364,01ANFE,0.27731452804116835,0.29503819615368615,0.26857077628281545
France,0.15724019631200267,0.1960617322312181,0.13144427000726214,01ANFF,0.1483911809351367,0.15147619901007725,0.13098964012577408
France,0.1715347596130938,0.2068411880307154,0.19870321083612805,01ANFG,0.1600991089722209,0.2017510197501999,0.13890407331365123
France,0.1953590317815791,0.25130336634350436,0.2721469361258587,01ANFH,0.2882736932386716,0.2749093951337502,0.37741759488761617
France,0.33353981035879354,0.40872926891359845,0.2492878151235771,01ANFJ,0.23728975079811312,0.3055887972280185,0.31562197521543145
France,0.29542097488921715,0.33842757050408145,0.6376401009573811,01ANFK,0.29201750743657634,0.3155475914071171,0.34693988731873604
France,0.24777243055224665,0.20863189285175504,0.15167973738015858,01ANFL,0.24872540143898608,0.22414696621759206,0.16404797926242087
France,0.285891266021823,0.17890834565167313,0.2610049442245786,01ANFM,0.2913368139460482,0.3103720107047083,0.35457656111707114
France,0.12388621527612333,0.05701259762283362,0.14957009119561918,01ANFN,0.21918330395006436,0.18685244883752347,0.1162561120311015
France,0.2239481583837614,0.2390509987472597,0.34566081758056705,01ANFP,0.21441844951636727,0.2287569051790118,0.30514302742349486
France,0.3287749559250965,0.39040645677011887,0.45260621991570943,01ANFQ,0.24062514890170106,0.21510585599758875,0.2665759401752187
